longitude,latitude,start_time,end_time
-73.96837,40.759005,2010-05-18:21,2010-05-18:22
-73.97336,40.786952,2010-04-01:14,2010-04-01:15
-73.970164,40.765016,2014-04-02:14,2014-04-02:15
-73.987139,40.753038,2011-02-01:15,2011-02-01:16
-73.994222,40.751228999999995,2009-01-10:22,2009-01-10:23
-73.982371,40.765501,2012-07-12:00,2012-07-12:01
-73.977137,40.779272,2009-02-19:08,2009-02-19:09
-73.9939,40.751714,2014-01-16:14,2014-01-16:15
-73.97952270507811,40.72731018066406,2015-01-04:09,2015-01-04:10
-73.96204300000001,40.805372,2013-05-23:10,2013-05-23:11
-73.983052,40.776055,2009-10-03:18,2009-10-03:19
-73.9859,40.7277,2011-08-15:13,2011-08-15:14
-73.937809,40.850558,2012-12-09:02,2012-12-09:03
-73.986593,40.759143,2009-04-09:11,2009-04-09:12
-73.958903,40.815239,2014-11-13:20,2014-11-13:21
-73.990305,40.756175,2010-03-05:22,2010-03-05:23
-73.968111,40.765625,2009-01-09:14,2009-01-09:15
-73.98973000000001,40.734507,2009-07-10:01,2009-07-10:02
-73.954332,40.77406,2009-02-02:16,2009-02-02:17
-73.97213745117188,40.7498893737793,2015-06-17:17,2015-06-17:18
-73.975307,40.757499,2011-10-30:11,2011-10-30:12
-73.997925,40.749805,2011-06-22:06,2011-06-22:07
-73.977453,40.785215,2013-10-19:20,2013-10-19:21
-73.993619,40.749808,2014-08-22:14,2014-08-22:15
0.0,0.0,2014-05-05:19,2014-05-05:20
-73.968242,40.762112,2013-01-02:19,2013-01-02:20
-73.98994499999999,40.733990000000006,2012-12-22:15,2012-12-22:16
-73.99765014648438,40.73622131347656,2015-02-16:11,2015-02-16:12
-73.99793299999999,40.756223,2013-02-01:20,2013-02-01:21
-73.94945799999999,40.773348,2009-05-20:10,2009-05-20:11
-73.95431518554686,40.76970291137695,2015-05-17:14,2015-05-17:15
-73.99455400000001,40.721011,2012-06-28:20,2012-06-28:21
-73.99096800000001,40.72757,2011-12-10:01,2011-12-10:02
-74.013173,40.704148,2009-03-11:09,2009-03-11:10
-73.995721,40.767201,2010-12-11:04,2010-12-11:05
-74.010142,40.719717,2014-04-15:09,2014-04-15:10
-73.98149599999999,40.768334,2012-04-05:20,2012-04-05:21
-73.94984000000001,40.796042,2010-04-25:20,2010-04-25:21
-73.98698900000001,40.7208,2012-05-02:19,2012-05-02:20
-73.96671295166014,40.80403518676758,2015-05-28:13,2015-05-28:14
-73.97534942626955,40.75249099731445,2015-05-21:01,2015-05-21:02
-73.982543,40.731653,2010-10-16:21,2010-10-16:22
-73.987383,40.721255,2010-09-08:10,2010-09-08:11
-73.971503,40.760135,2012-04-05:18,2012-04-05:19
-74.008325,40.725947,2010-01-23:03,2010-01-23:04
-73.99260500000001,40.733957,2013-02-15:18,2013-02-15:19
-73.986465,40.755052,2012-08-12:18,2012-08-12:19
-73.95770999999999,40.765555,2010-03-12:12,2010-03-12:13
0.0,0.0,2011-12-02:14,2011-12-02:15
-73.97645899999999,40.744077,2009-04-14:11,2009-04-14:12
-73.950582,40.786452,2014-04-27:13,2014-04-27:14
-73.97843170166014,40.75239944458008,2015-04-11:08,2015-04-11:09
-73.990055,40.756413,2011-10-03:20,2011-10-03:21
-73.982326,40.731314000000005,2010-04-26:03,2010-04-26:04
-73.95828,40.7689,2014-02-19:18,2014-02-19:19
-73.977633,40.753166,2011-02-20:21,2011-02-20:22
-73.96221800000001,40.640218,2011-02-04:11,2011-02-04:12
-74.00054499999999,40.737462,2009-07-31:09,2009-07-31:10
-73.984463,40.742792,2012-12-04:22,2012-12-04:23
-73.95018768310547,40.71929550170898,2015-04-21:01,2015-04-21:02
-73.988752,40.758687,2013-05-03:18,2013-05-03:19
-73.984218,40.732007,2010-03-30:21,2010-03-30:22
-73.99268000000001,40.768321,2012-03-07:17,2012-03-07:18
-73.95474243164062,40.68746948242188,2015-01-30:22,2015-01-30:23
-73.988433,40.737176,2009-02-04:18,2009-02-04:19
-73.964187,40.757303,2012-06-10:15,2012-06-10:16
-73.997893,40.735896999999994,2012-07-19:17,2012-07-19:18
-73.98575799999999,40.753255,2011-06-19:18,2011-06-19:19
-73.9956,40.754782,2011-07-22:22,2011-07-22:23
-73.976022,40.76004,2013-02-25:15,2013-02-25:16
-73.98860400000001,40.778445,2014-06-15:15,2014-06-15:16
-73.997975,40.720503,2012-04-25:18,2012-04-25:19
0.0,0.0,2010-08-20:19,2010-08-20:20
-74.006395,40.749657,2013-03-28:14,2013-03-28:15
-73.990318,40.737122,2012-01-25:00,2012-01-25:01
-73.982613,40.771843,2009-11-02:09,2009-11-02:10
-73.980253,40.765255,2009-09-12:01,2009-09-12:02
-73.954797,40.767289,2011-07-06:17,2011-07-06:18
-73.956158,40.781593,2010-09-21:12,2010-09-21:13
-73.991201,40.750336,2010-01-14:06,2010-01-14:07
-73.97513199999999,40.73302,2014-11-10:05,2014-11-10:06
-73.995627,40.749295,2010-09-10:16,2010-09-10:17
-73.985523,40.760627,2010-11-24:18,2010-11-24:19
-74.00299072265625,40.73112869262695,2015-04-04:22,2015-04-04:23
-73.962497,40.76308,2009-01-04:13,2009-01-04:14
0.0,0.0,2010-03-20:15,2010-03-20:16
-74.001561,40.735996,2010-09-22:00,2010-09-22:01
-74.008055,40.711553,2009-06-02:00,2009-06-02:01
-73.978163,40.74563,2013-08-18:01,2013-08-18:02
-73.994126,40.750917,2014-09-23:00,2014-09-23:01
-73.98861694335938,40.74912643432617,2015-01-14:21,2015-01-14:22
-74.010698,40.710985,2009-09-03:14,2009-09-03:15
-73.976543,40.788207,2014-04-21:20,2014-04-21:21
-74.006591796875,40.74441146850585,2015-04-06:19,2015-04-06:20
-73.965744,40.754379,2011-09-13:12,2011-09-13:13
-73.99436950683594,40.74667739868164,2015-02-10:15,2015-02-10:16
-73.944435,40.778137,2009-12-01:11,2009-12-01:12
-73.968942,40.785745,2009-09-04:10,2009-09-04:11
-73.98103332519531,40.75872802734375,2015-02-13:23,2015-02-14:00
-73.98799133300781,40.7493782043457,2015-04-04:11,2015-04-04:12
-73.991377,40.70255,2013-05-10:15,2013-05-10:16
-73.97497800000001,40.762812,2013-01-30:14,2013-01-30:15
-73.992956,40.754508,2011-10-19:10,2011-10-19:11
-74.00662,40.704113,2010-11-15:18,2010-11-15:19
-73.94662475585938,40.77677917480469,2015-02-10:05,2015-02-10:06
-73.976452,40.780742,2010-05-24:17,2010-05-24:18
-73.968681,40.754807,2010-06-01:14,2010-06-01:15
-73.95854200000001,40.780734,2012-09-19:13,2012-09-19:14
-73.980351,40.780344,2011-02-14:10,2011-02-14:11
-74.01512199999999,40.715795,2014-06-24:09,2014-06-24:10
-73.97646999999999,40.735987,2009-09-08:20,2009-09-08:21
-73.95428199999999,40.764102,2012-01-12:16,2012-01-12:17
-73.985129,40.778954,2010-01-29:19,2010-01-29:20
-73.98349,40.765833,2009-01-26:20,2009-01-26:21
-73.988536,40.753910999999995,2013-05-30:20,2013-05-30:21
-73.992937,40.75778,2014-01-22:21,2014-01-22:22
-73.992667,40.753087,2013-06-08:07,2013-06-08:08
-73.997222,40.763667,2014-04-19:02,2014-04-19:03
0.001782,0.0073799999999999,2010-07-14:17,2010-07-14:18
-73.97274,40.798322,2013-10-14:20,2013-10-14:21
-73.989391,40.752278,2012-06-26:08,2012-06-26:09
-73.98402404785155,40.72166061401367,2015-02-26:02,2015-02-26:03
-74.00408172607422,40.74240112304688,2015-02-18:01,2015-02-18:02
-73.97444499999999,40.764015,2010-11-13:00,2010-11-13:01
-74.007912,40.73873,2009-05-26:21,2009-05-26:22
-74.00211334228516,40.75183868408203,2015-01-16:19,2015-01-16:20
-73.99575899999999,40.759149,2013-05-16:22,2013-05-16:23
-73.985623,40.763017,2010-10-06:19,2010-10-06:20
-73.98212432861328,40.75581741333008,2015-01-10:12,2015-01-10:13
-73.977147,40.789653,2011-06-17:21,2011-06-17:22
-73.981387,40.758807,2011-09-14:20,2011-09-14:21
-73.983363,40.744282,2013-01-30:18,2013-01-30:19
-73.97287,40.76444,2014-03-25:20,2014-03-25:21
-73.96995544433594,40.78917694091797,2015-02-25:19,2015-02-25:20
-73.98613,40.763425,2012-03-02:20,2012-03-02:21
-73.96494,40.775277,2011-05-05:20,2011-05-05:21
-73.954252,40.7665,2012-01-25:10,2012-01-25:11
-73.96534399999999,40.806353,2012-11-17:23,2012-11-18:00
-73.982563,40.727365,2010-09-10:01,2010-09-10:02
-73.99502700000001,40.744631,2011-09-13:13,2011-09-13:14
-74.001113,40.741735,2011-10-08:20,2011-10-08:21
-73.981785,40.763397,2012-04-14:02,2012-04-14:03
-73.972497,40.75278,2010-09-24:12,2010-09-24:13
-74.005477,40.738575,2014-05-28:01,2014-05-28:02
-73.96593,40.805358,2012-08-07:20,2012-08-07:21
-73.95208000000001,40.790119,2009-09-24:16,2009-09-24:17
-74.00019,40.718336,2011-04-03:00,2011-04-03:01
-73.965017,40.764308,2012-03-22:07,2012-03-22:08
-73.98478399999999,40.736512,2011-04-22:10,2011-04-22:11
-74.00921,40.706383,2009-11-16:21,2009-11-16:22
-74.001563,40.739345,2011-11-04:01,2011-11-04:02
-73.97430200000001,40.761193,2009-03-24:23,2009-03-25:00
-73.985698,40.748746999999995,2013-09-03:07,2013-09-03:08
-73.978788,40.755519,2010-05-15:19,2010-05-15:20
-73.959753,40.777137,2011-01-16:00,2011-01-16:01
-73.959427,40.774613,2010-05-26:16,2010-05-26:17
-73.99208068847656,40.75920867919922,2015-05-01:17,2015-05-01:18
-73.995559,40.695197,2013-09-21:18,2013-09-21:19
-73.959091,40.799481,2009-05-11:19,2009-05-11:20
-73.9773,40.7519,2011-06-07:22,2011-06-07:23
-73.93431700000001,40.797407,2009-05-31:05,2009-05-31:06
-74.012526,40.707815999999994,2010-06-16:19,2010-06-16:20
-74.00739200000001,40.733257,2012-03-03:21,2012-03-03:22
-73.978083,40.788452,2013-12-19:14,2013-12-19:15
-73.993362,40.733317,2014-03-19:10,2014-03-19:11
-73.983436,40.746818,2009-03-01:09,2009-03-01:10
-73.982445,40.775478,2012-06-02:22,2012-06-02:23
-73.97313,40.764152,2011-12-09:21,2011-12-09:22
-73.993193,40.749672,2009-02-18:08,2009-02-18:09
-73.962199,40.776363,2011-10-11:22,2011-10-11:23
-73.97203,40.75652,2014-08-20:22,2014-08-20:23
-73.98963,40.735626,2011-11-15:21,2011-11-15:22
-73.992378,40.728833,2012-02-02:13,2012-02-02:14
-73.980224609375,40.735176086425774,2015-05-07:08,2015-05-07:09
-73.968164,40.800219,2012-03-03:21,2012-03-03:22
0.0,0.0,2011-06-17:12,2011-06-17:13
-73.93495300000001,40.800987,2012-10-09:18,2012-10-09:19
-73.97550600000001,40.75789,2011-01-25:16,2011-01-25:17
-73.992457,40.72877,2011-01-14:19,2011-01-14:20
-73.975213,40.757695,2013-11-10:06,2013-11-10:07
-73.999166,40.739403,2012-08-12:14,2012-08-12:15
-73.9706802368164,40.75807189941406,2015-01-31:21,2015-01-31:22
-73.961613,40.77709,2009-03-07:14,2009-03-07:15
-73.992758,40.737167,2010-03-31:06,2010-03-31:07
-73.982623,40.772746999999995,2010-06-08:15,2010-06-08:16
-73.977202,40.790112,2012-06-10:21,2012-06-10:22
-73.96889499999999,40.764276,2014-10-04:19,2014-10-04:20
-73.98778,40.738603000000005,2009-08-06:21,2009-08-06:22
-73.96563,40.761996,2013-03-05:22,2013-03-05:23
-73.98353399999999,40.752177,2012-04-03:12,2012-04-03:13
-73.98123931884766,40.75287628173828,2015-03-10:15,2015-03-10:16
-73.968162,40.79208,2012-09-12:11,2012-09-12:12
-73.96973,40.756707,2011-09-01:08,2011-09-01:09
-73.98392199999999,40.755333,2009-08-01:20,2009-08-01:21
-73.978252,40.754508,2009-09-30:15,2009-09-30:16
-73.970091,40.758928,2012-12-12:09,2012-12-12:10
-74.002136,40.750918,2012-03-08:09,2012-03-08:10
-73.98741912841797,40.73284912109375,2015-04-07:20,2015-04-07:21
-73.969433,40.757445,2009-07-23:18,2009-07-23:19
-73.959571,40.76283,2014-09-18:11,2014-09-18:12
-73.988312,40.724045,2014-09-13:01,2014-09-13:02
-73.982333,40.76893,2010-07-31:09,2010-07-31:10
-73.984753,40.737152,2014-06-18:00,2014-06-18:01
-74.002865,40.733287,2013-09-10:22,2013-09-10:23
-73.96198299999999,40.810355,2011-02-14:20,2011-02-14:21
-73.983361,40.761332,2010-02-14:14,2010-02-14:15
-73.98602199999999,40.76803,2012-05-14:06,2012-05-14:07
-73.993753,40.762232,2012-11-04:20,2012-11-04:21
-73.982129,40.772748,2014-02-02:10,2014-02-02:11
-73.980482,40.785602,2011-03-11:15,2011-03-11:16
-73.983086,40.735028,2012-08-21:08,2012-08-21:09
-73.995037,40.739985,2009-05-15:19,2009-05-15:20
-73.99124145507811,40.7497444152832,2015-04-15:07,2015-04-15:08
-73.945415,40.77833,2013-01-11:07,2013-01-11:08
-73.982557,40.771522,2010-03-09:22,2010-03-09:23
-73.98042099999999,40.720552000000005,2014-11-03:12,2014-11-03:13
-73.98611,40.74594,2012-03-20:18,2012-03-20:19
-73.98890686035155,40.69222259521485,2015-02-24:11,2015-02-24:12
-73.993047,40.742667,2014-11-02:14,2014-11-02:15
-73.983981,40.780489,2009-03-26:12,2009-03-26:13
-73.990973,40.7508,2013-05-16:07,2013-05-16:08
-73.962456,40.77,2014-09-03:10,2014-09-03:11
-73.96253204345702,40.767391204833984,2015-06-02:07,2015-06-02:08
-73.98469300000001,40.759112,2009-04-05:10,2009-04-05:11
-73.988247,40.724833,2010-01-01:20,2010-01-01:21
-74.003345,40.726957,2013-03-27:19,2013-03-27:20
-73.993808,40.751740000000005,2009-06-05:17,2009-06-05:18
-73.953837,40.775171,2014-12-08:17,2014-12-08:18
-73.98865,40.76403,2009-03-03:09,2009-03-03:10
-74.00075600000001,40.725835,2011-09-12:12,2011-09-12:13
-74.016038,40.715462,2013-11-27:08,2013-11-27:09
-74.006209,40.714462,2014-03-10:23,2014-03-11:00
-74.004083,40.742094,2014-03-20:23,2014-03-21:00
-73.987011,40.776157,2009-08-14:17,2009-08-14:18
-73.97685,40.764368,2012-12-31:23,2013-01-01:00
-73.970823,40.798272999999995,2012-04-05:13,2012-04-05:14
-73.97303000000001,40.752042,2013-05-21:00,2013-05-21:01
-73.97331700000001,40.750867,2013-06-18:16,2013-06-18:17
-73.983035,40.744606,2009-08-25:09,2009-08-25:10
-73.970607,40.763045,2009-02-11:17,2009-02-11:18
-73.98495799999999,40.670825,2013-07-24:19,2013-07-24:20
-73.975358,40.777341,2011-08-25:11,2011-08-25:12
-73.971488,40.754987,2011-08-25:12,2011-08-25:13
-73.981137,40.740717,2009-01-31:06,2009-01-31:07
-73.98679,40.761328000000006,2012-12-18:20,2012-12-18:21
-73.992077,40.729163,2009-04-03:22,2009-04-03:23
0.0,0.0,2010-03-10:02,2010-03-10:03
-73.99079300000001,40.750895,2009-06-02:07,2009-06-02:08
-73.956615,40.767603,2014-01-25:17,2014-01-25:18
-73.988975,40.748182,2012-03-30:17,2012-03-30:18
-74.00435,40.751103,2009-10-22:01,2009-10-22:02
-73.987447,40.733067,2014-08-04:17,2014-08-04:18
-73.98507690429686,40.73244857788085,2015-04-08:10,2015-04-08:11
-73.982832,40.770589,2012-12-12:07,2012-12-12:08
-73.962799,40.711994,2013-08-31:21,2013-08-31:22
-73.99276,40.753425,2009-04-18:04,2009-04-18:05
-73.973638,40.757932,2014-03-24:12,2014-03-24:13
-73.996488,40.715461,2011-09-11:05,2011-09-11:06
-73.86279,40.768853,2010-09-01:17,2010-09-01:18
-73.96678,40.757327,2011-11-27:16,2011-11-27:17
-73.977737,40.786840000000005,2013-01-27:19,2013-01-27:20
-74.0139,40.7078,2011-08-05:07,2011-08-05:08
-73.99691999999999,40.72064,2014-10-04:22,2014-10-04:23
-73.97251999999999,40.753437,2014-03-06:06,2014-03-06:07
-73.98786199999999,40.738565,2011-02-19:11,2011-02-19:12
-73.965141,40.791169,2013-02-03:11,2013-02-03:12
-74.00157,40.746642,2013-09-04:09,2013-09-04:10
-73.974902,40.763257,2012-04-14:19,2012-04-14:20
-73.948065,40.71932,2011-08-08:17,2011-08-08:18
-73.979315,40.776897,2014-04-18:23,2014-04-19:00
-73.996055,40.725228,2012-02-16:02,2012-02-16:03
-73.977711,40.751507,2011-10-27:17,2011-10-27:18
-73.96248299999999,40.773237,2009-04-22:11,2009-04-22:12
-73.95896,40.759771,2011-12-27:13,2011-12-27:14
-73.98522,40.723707,2009-12-30:22,2009-12-30:23
-73.971685,40.762707,2013-01-04:19,2013-01-04:20
-73.98944854736328,40.73759078979492,2015-05-05:14,2015-05-05:15
-73.994087,40.751154,2010-07-01:08,2010-07-01:09
-73.98158000000001,40.763143,2009-09-01:08,2009-09-01:09
-74.015043,40.714613,2014-10-06:22,2014-10-06:23
-73.973467,40.757442,2014-07-06:17,2014-07-06:18
-74.00716899999999,40.713268,2010-07-03:16,2010-07-03:17
-73.989765,40.75674,2013-05-01:05,2013-05-01:06
-73.968733,40.786187,2010-12-05:12,2010-12-05:13
-73.990382,40.756108000000005,2013-03-28:20,2013-03-28:21
-73.966798,40.804314,2012-08-10:19,2012-08-10:20
-73.92870500000001,40.753475,2009-08-24:17,2009-08-24:18
-74.00555899999999,40.745773,2011-04-14:14,2011-04-14:15
-73.97785,40.726059,2009-01-27:00,2009-01-27:01
-73.955365,40.76489,2009-10-27:08,2009-10-27:09
-73.985763,40.767742,2011-07-20:08,2011-07-20:09
-73.969563,40.790341999999995,2011-05-27:04,2011-05-27:05
-73.97529,40.762167,2013-12-08:19,2013-12-08:20
-73.978615,40.753807,2011-12-08:17,2011-12-08:18
-73.991653,40.684999,2011-10-21:20,2011-10-21:21
-73.974151,40.747188,2009-03-15:11,2009-03-15:12
-73.99364,40.7525,2014-06-14:12,2014-06-14:13
-74.001552,40.746532,2012-01-19:15,2012-01-19:16
-73.961988,40.773478,2009-06-30:15,2009-06-30:16
-73.981443,40.741223,2012-01-31:08,2012-01-31:09
-73.996386,40.748545,2009-08-23:01,2009-08-23:02
-73.979605,40.735331,2012-07-17:11,2012-07-17:12
-73.99002838134766,40.7345085144043,2015-02-12:22,2015-02-12:23
-73.96212,40.776277,2013-10-26:14,2013-10-26:15
-73.977352,40.760313,2009-10-03:06,2009-10-03:07
-73.98825699999999,40.737727,2014-08-12:17,2014-08-12:18
-73.92217,40.818883,2009-03-01:13,2009-03-01:14
-73.949565,40.77688,2013-07-12:04,2013-07-12:05
-73.93640699999999,40.76023,2012-07-07:12,2012-07-07:13
-73.94614200000001,40.781162,2010-01-28:15,2010-01-28:16
-73.973387,40.784707,2011-11-09:18,2011-11-09:19
-73.99023299999999,40.741791,2010-01-19:18,2010-01-19:19
0.0,0.0,2010-07-01:18,2010-07-01:19
-73.989575,40.758767,2012-03-28:14,2012-03-28:15
-73.967425,40.760568,2011-11-03:09,2011-11-03:10
-73.97304799999999,40.76212,2009-05-05:10,2009-05-05:11
-73.980082,40.765167,2009-09-12:17,2009-09-12:18
-73.961784,40.755718,2012-02-02:09,2012-02-02:10
-74.004273,40.747427,2009-07-09:17,2009-07-09:18
-73.99152,40.729727,2014-07-17:14,2014-07-17:15
-73.951825,40.781593,2014-09-27:06,2014-09-27:07
-74.00302124023438,40.74802017211913,2015-05-06:08,2015-05-06:09
-73.98113000000001,40.747072,2012-06-25:06,2012-06-25:07
-73.974797,40.750455,2010-07-14:18,2010-07-14:19
-73.979348,40.750788,2009-07-21:20,2009-07-21:21
-74.01466500000001,40.714253,2011-01-18:11,2011-01-18:12
-73.980037,40.745632,2009-06-19:01,2009-06-19:02
-73.97879028320312,40.76677703857422,2015-06-23:09,2015-06-23:10
-73.992338,40.730622,2010-02-08:12,2010-02-08:13
-73.984891,40.769314,2012-08-09:12,2012-08-09:13
-74.00575500000001,40.740463,2011-01-16:03,2011-01-16:04
-73.99512481689453,40.760101318359375,2015-02-12:09,2015-02-12:10
0.0,0.0,2015-05-13:22,2015-05-13:23
-73.97665699999999,40.75182,2010-11-09:06,2010-11-09:07
-74.008374,40.720834,2012-05-29:05,2012-05-29:06
-73.98683100000001,40.747747,2014-10-09:01,2014-10-09:02
-73.97712,40.745432,2013-05-20:15,2013-05-20:16
-73.974914,40.751661,2010-06-10:10,2010-06-10:11
-73.979333,40.742212,2009-09-01:10,2009-09-01:11
-73.996418,40.732352,2014-12-21:01,2014-12-21:02
-73.955878,40.76737,2009-04-07:10,2009-04-07:11
-73.981145,40.774175,2012-11-03:21,2012-11-03:22
-73.94748299999999,40.77117,2009-05-13:19,2009-05-13:20
-73.982596,40.751014,2010-03-12:15,2010-03-12:16
-74.003558,40.726427,2010-01-06:07,2010-01-06:08
-74.002515,40.719871999999995,2012-08-05:05,2012-08-05:06
-73.98316,40.735692,2013-01-09:23,2013-01-10:00
-73.982608,40.772337,2014-03-22:12,2014-03-22:13
-73.985613,40.762795,2010-07-04:20,2010-07-04:21
-74.00542,40.739482,2013-10-20:00,2013-10-20:01
-74.00814100000001,40.738943,2010-01-14:07,2010-01-14:08
-73.99510500000001,40.732125,2014-01-02:21,2014-01-02:22
-73.999717,40.73835,2009-08-07:23,2009-08-08:00
-73.987622,40.758267,2011-05-01:02,2011-05-01:03
-73.995468,40.749305,2010-12-03:18,2010-12-03:19
-73.98665,40.739855,2011-12-09:11,2011-12-09:12
-73.999977,40.727231,2012-06-01:01,2012-06-01:02
-74.00772099999999,40.725855,2009-11-01:07,2009-11-01:08
-73.994312,40.740935,2011-09-28:10,2011-09-28:11
-73.973294,40.755027,2014-06-06:10,2014-06-06:11
-74.002382,40.734404999999995,2011-09-03:01,2011-09-03:02
-73.974378,40.744052,2012-08-27:12,2012-08-27:13
-73.98504399999999,40.732313,2013-07-12:21,2013-07-12:22
-74.001264,40.761711,2013-12-24:17,2013-12-24:18
-73.991934,40.750118,2010-10-23:20,2010-10-23:21
0.0,0.0,2010-04-27:21,2010-04-27:22
-73.98577399999999,40.762882,2014-06-21:09,2014-06-21:10
-73.96968299999999,40.752953000000005,2013-09-07:19,2013-09-07:20
-73.971052,40.757462,2012-12-16:11,2012-12-16:12
-73.96021400000001,40.77315,2012-07-04:17,2012-07-04:18
-74.012982,40.706427000000005,2013-01-06:10,2013-01-06:11
-74.030417,40.807683,2012-04-25:20,2012-04-25:21
-73.999853,40.738384,2011-05-02:13,2011-05-02:14
-74.004222,40.722266999999995,2009-08-15:23,2009-08-16:00
-74.005955,40.717,2013-03-14:08,2013-03-14:09
-74.002652,40.733857,2014-02-06:19,2014-02-06:20
-73.97975,40.76513,2011-05-23:19,2011-05-23:20
-73.980685,40.744708,2011-02-15:06,2011-02-15:07
-73.99584,40.732914,2013-01-31:22,2013-01-31:23
-74.004237,40.751967,2014-03-05:01,2014-03-05:02
-73.959524,40.774139,2013-04-01:08,2013-04-01:09
-74.002718,40.760635,2011-01-10:10,2011-01-10:11
-73.967191,40.802096,2010-06-24:12,2010-06-24:13
-73.976844,40.758666,2010-05-12:15,2010-05-12:16
-74.011739,40.704663,2009-02-19:10,2009-02-19:11
-74.002975,40.749237,2009-05-22:13,2009-05-22:14
-73.995058,40.744817,2009-11-08:16,2009-11-08:17
-73.975461,40.741243,2012-09-14:08,2012-09-14:09
-74.010452,40.720927,2012-08-21:20,2012-08-21:21
-73.977533,40.746435,2010-10-12:16,2010-10-12:17
-74.00675799999999,40.72962,2013-03-01:21,2013-03-01:22
-73.98505899999999,40.727422999999995,2013-03-23:12,2013-03-23:13
-73.967664,40.771786,2011-10-08:15,2011-10-08:16
-73.965292,40.766492,2012-01-10:11,2012-01-10:12
-73.985378,40.723558,2011-07-13:07,2011-07-13:08
-73.994349,40.722509,2012-08-18:18,2012-08-18:19
-73.954566,40.719553000000005,2014-06-30:07,2014-06-30:08
-73.987495,40.74984,2013-03-18:14,2013-03-18:15
-73.9826889038086,40.73786544799805,2015-04-29:13,2015-04-29:14
-73.982618,40.766742,2009-06-19:14,2009-06-19:15
-74.00834,40.725932,2013-05-18:02,2013-05-18:03
-73.99679,40.747578,2009-05-17:13,2009-05-17:14
-73.997272,40.750477,2011-11-30:13,2011-11-30:14
-73.964303,40.756422,2009-12-01:15,2009-12-01:16
-73.951812,40.769172999999995,2009-03-13:07,2009-03-13:08
-74.00044799999999,40.747704,2014-01-10:06,2014-01-10:07
-73.95362854003906,40.76710891723633,2015-04-28:22,2015-04-28:23
-73.91853,40.74333,2014-12-24:05,2014-12-24:06
-74.00573399999999,40.743641,2010-01-18:02,2010-01-18:03
-74.00164794921875,40.74094009399415,2015-03-30:10,2015-03-30:11
-73.96003723144531,40.78062438964844,2015-03-09:16,2015-03-09:17
-73.98187800000001,40.778721999999995,2012-08-26:14,2012-08-26:15
-73.998515,40.747095,2012-08-03:23,2012-08-04:00
-74.002502,40.726696999999994,2010-02-08:22,2010-02-08:23
-74.013402,40.714062,2014-05-30:16,2014-05-30:17
-73.983467,40.726277,2012-06-20:11,2012-06-20:12
-73.989439,40.776503000000005,2014-09-23:07,2014-09-23:08
-73.991901,40.73117,2011-06-17:10,2011-06-17:11
-73.9585952758789,40.7641830444336,2015-05-27:12,2015-05-27:13
-73.97704300000001,40.795833,2011-01-17:11,2011-01-17:12
-73.99238000000001,40.734704,2009-08-13:20,2009-08-13:21
-73.996127,40.75846,2012-07-12:20,2012-07-12:21
-73.955713,40.763913,2010-09-11:08,2010-09-11:09
-73.986885,40.76093,2012-07-01:03,2012-07-01:04
-73.992168,40.721211,2009-05-09:17,2009-05-09:18
-73.978385,40.762941999999995,2014-08-12:21,2014-08-12:22
